图书ID,书名,作者,出版社,是否借出
372,马克思主义法哲学在中国,文正邦主编,法律出版社,0
373,法治政府建设:全面依法治国的重点任务和主体工程,胡建淼主编,人民出版社,0
374,权力的法治规约:政治文明法治化研究,汪习根主编,武汉大学出版社,0
375,大变局下的中国法治,季卫东著,北京大学出版社,0
376,区域法治发展的理论分析,公丕祥著,法律出版社,0
377,中国法治现代化道路的探索,郝铁川著,上海人民出版社,0
378,法制现代化的理论基础,主编舒国滢,知识产权出版社,0
379,立法法释义学专题研究,王建学著,中国社会科学出版社,0
380,法学如何话语？:一种“复调”模型,廖奕著,武汉大学出版社,0
381,为了权利与权力的平衡:法制中国建设与软法之治,罗豪才著,五洲传播出版社,0
382,法治政府的理念、制度与决策,郑成良 ... [等] 著,上海人民出版社,0
383,剧变,(美) 贾雷德·戴蒙德著,中信出版集团,0
384,西方经济思想史,张世贤主编,经济管理出版社,0
385,经济学原理,(英) 马歇尔著,北京联合出版公司,0
386,民族国家与经济政策:修订译本,(德) 马克斯·韦伯著,生活·读书·新知三联书店,0
387,Excel 2016会计与财务管理从入门到精通,赛贝尔资讯编著,清华大学出版社,0
388,智能决策,张玉明 ... [等] 主编,经济科学出版社,0
389,会计准则理论研究,罗勇，张静波，李建华著,立信会计出版社,0
390,新旧会计准则差异比较,贺志东编著,机械工业出版社,0
391,会计制度设计.第6版,主编李凤鸣,复旦大学出版社,0
392,制度环境、会计准则国际趋同后果与资本市场监管体系创新,吴革等著,对外经济贸易大学出版社,0
393,初级会计实务,叶子 [等] 编著,经济科学出版社,0
394,中级会计实务,全国会计专业技术资格考试辅导研究院编写组编,立信会计出版社,0
395,中国注册会计师执业准则,中华人民共和国财政部制定,立信会计出版社,0
396,我国注册会计师行业监管的理论、体制与效率研究,李长爱著,武汉大学出版社,0
397,国际财务报告准则导读,李玉环编著,经济科学出版社,0
398,成本会计,主编李玉周,机械工业出版社,0
399,管理会计,刘志远 ... [等] 编著,北京大学出版社,0
400,现代财务会计理论,梁莱歆等编著,清华大学出版社,0
401,财务会计.第7版,盖地主编,经济科学出版社,0
402,财务会计学,主编袁晓文,上海财经大学出版社,0
403,成本会计学案例分析,陈云主编,立信会计出版社,0
404,管理会计词典:英汉对照:English-Chinese,美国管理会计师协会（IMA）编,经济科学出版社,0
405,国际会计学.第2版,王善平 ... [等] 编著,东北财经大学出版社,0
406,高级财务会计学习指导与训练,田翠香编著,清华大学出版社,0
407,国际会计,杨柳主编,上海财经大学出版社,0
408,管理会计,熊晴海主编,电子工业出版社,0
409,管理会计,潘飞主编,清华大学出版社,0
410,财务会计理论研究,葛家澍著,厦门大学出版社,0
411,《中级财务会计》习题与案例.第2版,主编高绍福,经济科学出版社,0
412,漫话管理会计是什么,邹志英著,机械工业出版社,0
413,中级财务会计学,主编朱国泓,中国人民大学出版社,0
414,投资项目评价.第6版,成其谦编著,中国人民大学出版社,0
415,项目投资决策分析:方法与技术:methods and techniques,夏恩君编著,经济科学出版社,0
416,现代投资项目管理手册,周惠珍主编,中国电力出版社,0
417,建设工程项目经理风险管理指南,王志毅主编,中国建材工业出版社,0
418,工程项目风险管理,胡杰武编著,清华大学出版社,0
419,工程风险管理,任旭主编,清华大学出版社,0
420,现代项目管理理论与方法,宋淑启 ... [等] 编著,国防工业出版社,0
421,内控制度手册,高俊合主编,中国建筑工业出版社,0
422,项目监督手册,高俊合主编,中国建筑工业出版社,0
423,政府投资项目集中管理模式创新研究,本书编写组主编,天津大学出版社,0
424,长三角制造业高质量发展:从低端同构到协同集聚有序升级的路径研究,王志华著,中国社会出版社,0
425,理解中国制造,黄群慧著,中国社会科学出版社,0
426,海尔管理学:理论与解释,姜奇平著,中国财富出版社,0
427,海尔转型:人人都是CEO,曹仰锋著,中信出版社,0
428,方法论:小米制胜之道,周高华编著,地震出版社,0
429,海尔管理学:原则与框架,姜奇平著,中国财富出版社,0
430,海尔转型:人人都是CEO.第2版,曹仰锋著,中信出版社,0
431,谁拥有未来:小米互联网思维PK传统行业思维,栾玲编著,人民邮电出版社,0
432,小米逻辑,吴正炜著,北京理工大学出版社,0
433,小米:王者归来:return of the king,袁国宝著,当代中国出版社,0
434,小米哲学:雷军的商业生态运营逻辑,杨宗勇著,中国友谊出版公司,0
435,互联网+:小米的局,王伟著,中国商业出版社,0
436,雷军的营销道:看透小米超速成长的营销智慧,李伟著,人民邮电出版社,0
437,中国半导体产业发展蓝皮书,中国电子信息产业发展研究院编著,电子工业出版社,0
438,生生不息:一个中国企业的进化与转型,范海涛著,中信出版集团股份有限公司,0
439,中国能源利用效率统计测度研究,邹艳芬著,社会科学文献出版社,0
440,中国能源发展战略问题研究,曹新著,中国社会科学出版社,0
441,溢出:中国制造未来史,施展著,中信出版社,0
442,电力大数据:能源互联网时代的电力企业转型与价值创造:big data will open a new era of smart grid,赖征田 ... [等] 编著,机械工业出版社,0
443,智能制造之路:数字化工厂,陈明等编著,机械工业出版社,0
444,绿色制造:中国制造业未来崛起之路:a promising future for the manufacturing industry of China,赵建军著,经济科学出版社,0
445,金融支持绿色低碳转型的激励约束研究,王信等著,中国金融出版社,0
446,中国能源发展报告,林伯强主编,中国计量出版社,0
447,小米创业思考,雷军口述,中信出版集团股份有限公司,0
448,中国能源可持续发展战略专题研究,中国科学院能源战略研究组编,科学出版社,0
449,能源体制革命:中国能源政策发展概论,胡光宇著,清华大学出版社,0
450,BIM应用发展报告,中国建筑学会主编,中国建筑工业出版社,0
451,中国建筑业高质量发展研究:现状、问题与未来,卢彬彬 ... [等] 著,中国建筑工业出版社,0
452,建筑的工业化思维:装配式建筑职业经理人的入门课,张博为著,机械工业出版社,0
453,基于专利视角的战略性新兴产业协同创新网络研究:以高端装备制造产业与新能源产业为例,刘微微 ... [等] 著,经济科学出版社,0
454,电力现货市场导论:信息驱动增长的交易策略与盈利模式,叶青 ... [等] 著,机械工业出版社,0
455,中国企业战略变革理论与实践:PC业上市公司实证研究,黄旭著,西南财经大学出版社,0
456,中国集成电路产业发展论述文集,朱贻玮编著,新时代出版社,0
457,“芯”路历程:“909”超大规模集成电路工程纪实,胡启立著,电子工业出版社,0
458,电力体制改革解读,国家发展改革委体改司编,人民出版社,0
459,玄武岩纤维材料,刘嘉麒著,化学工业出版社,0
460,“全产业链脉动”:制造业服务化,赵林度 ... [等] 著,科学出版社,0
461,海上丝绸之路:陶瓷之路:景德镇陶瓷与“一带一路”战略国际学术研讨会会议论文集,郭杰忠主编,中国社会科学出版社,0
462,建设质量强国,李刚主编,中国青年出版社,0
463,中国制造业海外并购整合与产业技术创新研究,陈菲琼等著,科学出版社,0
464,中国省域制造业碳生产率时空趋同机制及减排策略研究,徐如浓著,华东理工大学出版社,0
465,中国电力市场化改革报告,南方电网能源发展研究院有限责任公司编著,中国电力出版社,0
466,中国电力市场名词解释,国家电力监管委员会编,中国电力出版社,0
467,东方的复兴:电力市场交易通论,叶青著,中央编译出版社,0
468,一往无前,范海涛著,中信出版社,0
469,兵工地图,《兵工地图》编委会编,人民出版社,0
470,“中国制造”转型升级研究:以美国再工业化战略为背景,张恒梅著,中国社会科学出版社,0
471,建材非金属矿产资源可持续发展战略研究,“建材非金属”课题组,化学工业出版社,0
472,勘察设计行业发展趋势与转型实践,刘军著,中国建筑工业出版社,0
473,中国建筑业产业结构变迁与生产率增长关系研究,范建双著,经济科学出版社,0
474,建筑业发展、改革与突围,李福和著,中国建筑工业出版社,0
475,中国建筑业经济波动:运行机理与实证分析,杨有志著,中国财政经济出版社,0
476,数字经济:影响未来的新技术、新模式、新产业,汤潇著,人民邮电出版社,0
477,数字经济统计测度研究:理论与应用:theory and practice,朱发仓著,经济科学出版社,0
478,数字经济:新基建浪潮下的经济增长新引擎,袁国宝著,中国经济出版社,0
479,数字经济发展报告.2019-2020.2020版,尹丽波主编,电子工业出版社,0
480,中国数字经济及其空间关联,董晓松等著,社会科学文献出版社·经济与管理分社,0
481,数字化转型中的中国,信息社会50人论坛编,电子工业出版社,0
482,日本铁道解剖书,(日) 岩间昌子著,南海出版公司,0
483,高速公路通行费征收管理,主编李大鹏,东南大学出版社,0
484,广东高速公路企业发展与改革问题研究,姜理著,中国财政经济出版社,0
485,高速公路运营管理,现代交通远程教育教材编委会编,清华大学出版社,0
486,高速公路经营管理,周国光主编,人民交通出版社,0
487,世界遗产与旅游,李燕琴编著,北京大学出版社,0
488,新兴旅游产业问题研究,王云龙著,南开大学出版社,0
489,中国乡村旅游发展研究,朱姝著,中国经济出版社,0
490,乡村旅游合作社发展与建设研究,银元编著,国家行政学院出版社,0
491,民国旅业回眸:中国旅行社研究,易伟新著,岳麓书社,0
492,中国旅游通史,章必功著,商务印书馆,0
493,旅游与遗产保护:基于案例的理论研究,张朝枝著,南开大学出版社,0
494,历史文化资源开发研究,赵东著,社会科学文献出版社,0
495,国家考古遗址公园文化旅游研究,席岳婷著,科学出版社,0
496,健康旅游产业数字化研究,杨路明 ... [等] 著,科学出版社,0
497,青春追寻红色路 不忘初心跟党走:第十一届全国大学生红色旅游创意策划大赛优秀作品集,计金标主编,旅游教育出版社,0
498,传承红色基因 祝福祖国母亲:第九届全国大学生红色旅游创意策划大赛优秀作品集,张严主编,旅游教育出版社,0
499,丁真的世界,时差岛著,机械工业出版社,0
500,区域旅游创新研究,周成著,光明日报出版社,0
501,城市资源视角下城市休闲产业发展模式研究,粟郁著,电子工业出版社,0
502,旅游规划与设计:健康旅游与养老旅游:wellness tourism and senior lifestyle travel,北京大学城市与环境学院旅游研究与规划中心主编,中国建筑工业出版社,0
503,乡村旅游发展的中国模式,石培华编著,中国旅游出版社,0
504,乡村文化旅游业态创新研究:基于供给侧改革的视角:based on the perspective of supply-side reform,吉根宝著,中国轻工业出版社,0
505,旅游规划与设计:旅游规划·景观建筑·景区管理,北京大学旅游研究与规划中心主编,中国建筑工业出版社,0
506,中国红色旅游发展报告.2022.2022.2022版,主编王金伟,社会科学文献出版社,0
507,旅游规划与设计.旅游演艺·影视旅游.Tourism performances & film-induced tourism,北京大学旅游研究与规划中心主编,中国建筑工业出版社,0
508,寻找如画美:英国的风景美学与旅游:1760-1800,(英) 马尔科姆·安德鲁斯著,译林出版社,0
509,貿易摩擦をみる眼,本山美彦編,有斐閣,0
510,走私如何威胁政府:路易·马德林的全球性地下组织:Louis Mandrin and the making of a global underground,(美) 迈克尔·卡瓦斯著,浙江大学出版社,0
511,忠于你的事业:沃尔玛传奇,(美) 罗伯特·斯莱特著,中信出版集团股份有限公司,0
